Datetime,Open,High,Low,Close,Adj Close,Volume
2021-11-12 11:40:00+05:30,38576.75,38582.85,38552.65,38582.85,0,
2021-11-12 11:45:00+05:30,38583.45,38591.5,38537.95,38552.75,0,
2021-11-12 11:50:00+05:30,38551.4,38592.2,38550.25,38580.1,0,
2021-11-12 11:55:00+05:30,38579.5,38614.4,38579.5,38593.45,0,
2021-11-12 12:00:00+05:30,38592.9,38628.7,38583.8,38592.95,0,
2021-11-12 12:05:00+05:30,38591.25,38597.8,38556.65,38579.9,0,
2021-11-12 12:10:00+05:30,38577.8,38590.7,38550.55,38574.7,0,
2021-11-12 12:15:00+05:30,38574.8,38612.5,38562.2,38591.6,0,
2021-11-12 12:20:00+05:30,38591.05,38599.7,38576.05,38581.75,0,
2021-11-12 12:25:00+05:30,38581.45,38605.05,38581.2,38592.95,0,
2021-11-12 12:30:00+05:30,38593.05,38616.4,38592.85,38609.95,0,
2021-11-12 12:35:00+05:30,38610.2,38625.7,38591.45,38599.6,0,
2021-11-12 12:40:00+05:30,38599.25,38624.7,38599.25,38610.95,0,
2021-11-12 12:45:00+05:30,38609.95,38637.65,38581.85,38634.1,0,
2021-11-12 12:50:00+05:30,38630.25,38655.5,38608.05,38621.5,0,
2021-11-12 12:55:00+05:30,38621.2,38625.9,38607.9,38609.1,0,
2021-11-12 13:00:00+05:30,38609.9,38639.35,38601.95,38630.6,0,
2021-11-12 13:05:00+05:30,38632.15,38664.2,38628.65,38633.65,0,
2021-11-12 13:10:00+05:30,38633.45,38650.7,38616.45,38649.65,0,
2021-11-12 13:15:00+05:30,38650.75,38685.45,38649.7,38678.05,0,
2021-11-12 13:20:00+05:30,38677.9,38690.75,38653.95,38658.45,0,
2021-11-12 13:25:00+05:30,38659.4,38684.45,38631.95,38678.75,0,
2021-11-12 13:30:00+05:30,38680,38700.15,38668.5,38676.75,0,
2021-11-12 13:35:00+05:30,38674.95,38702.7,38665.7,38685.25,0,
2021-11-12 13:40:00+05:30,38686.45,38726.7,38683.55,38697.45,0,
2021-11-12 13:45:00+05:30,38695.25,38722.8,38686.45,38696.75,0,
2021-11-12 13:50:00+05:30,38696.45,38708.6,38671.6,38704.45,0,
2021-11-12 13:55:00+05:30,38703.45,38716.5,38697.2,38703.25,0,
2021-11-12 14:00:00+05:30,38701.2,38734.75,38666.2,38726.7,0,
2021-11-12 14:05:00+05:30,38725.85,38741.6,38716.95,38726.6,0,
2021-11-12 14:10:00+05:30,38728.9,38776.55,38713.65,38767.8,0,
2021-11-12 14:15:00+05:30,38768.9,38796.5,38734.75,38738.15,0,
2021-11-12 14:20:00+05:30,38737.85,38761.35,38733.95,38748.1,0,
2021-11-12 14:25:00+05:30,38748.15,38757.15,38714.45,38718.3,0,
2021-11-12 14:30:00+05:30,38719.95,38766.95,38719.95,38742.5,0,
2021-11-12 14:35:00+05:30,38741.65,38782.6,38731.5,38782.3,0,
2021-11-12 14:40:00+05:30,38786.8,38813.9,38772,38785.15,0,
2021-11-12 14:45:00+05:30,38785.25,38810.4,38773.1,38809.2,0,
2021-11-12 14:50:00+05:30,38810.9,38821.1,38795.1,38812,0,
2021-11-12 14:55:00+05:30,38813.15,38813.5,38782.1,38782.1,0,
2021-11-12 15:00:00+05:30,38783.15,38794.05,38739.95,38744.75,0,
2021-11-12 15:05:00+05:30,38743.8,38756.1,38713.9,38715.25,0,
2021-11-12 15:10:00+05:30,38712.05,38739.55,38711.65,38718.1,0,
2021-11-12 15:15:00+05:30,38719.95,38734.6,38708.3,38730.8,0,
2021-11-12 15:20:00+05:30,38730.7,38752.2,38721.5,38726.35,0,
2021-11-12 15:25:00+05:30,38726,38754.6,38721.35,38751.85,0,
2021-11-15 09:15:00+05:30,38849.45,39104.9,38849.45,39104.9,0,
2021-11-15 09:20:00+05:30,39100.25,39114.95,39053.9,39079.8,0,
2021-11-15 09:25:00+05:30,39077.65,39092.75,39024.55,39025.15,0,
2021-11-15 09:30:00+05:30,39027.05,39049.4,39013.85,39045.1,0,
2021-11-15 09:35:00+05:30,39042.55,39043.9,38968.5,38980.9,0,
2021-11-15 09:40:00+05:30,38974.65,39023.95,38967.8,39017.45,0,
2021-11-15 09:45:00+05:30,39016.8,39035.45,38992.35,39028.55,0,
2021-11-15 09:50:00+05:30,39029.55,39037.05,38909.9,38921.05,0,
2021-11-15 09:55:00+05:30,38919,38954.45,38893.9,38936.85,0,
2021-11-15 10:00:00+05:30,38935.35,38961.95,38916.2,38916.2,0,
2021-11-15 10:05:00+05:30,38919.05,38939.25,38872.2,38935.2,0,
2021-11-15 10:10:00+05:30,38936,38939.65,38883.3,38883.8,0,
2021-11-15 10:15:00+05:30,38887.8,38908.85,38848.15,38850.8,0,
2021-11-15 10:20:00+05:30,38849.05,38866.6,38814.4,38814.8,0,
2021-11-15 10:25:00+05:30,38813.1,38828.4,38763.6,38821.25,0,
2021-11-15 10:30:00+05:30,38821.4,38885.4,38811.05,38878.6,0,
2021-11-15 10:35:00+05:30,38878.2,38909.6,38862.8,38865.35,0,
2021-11-15 10:40:00+05:30,38864.9,38878.15,38820.15,38860.45,0,
2021-11-15 10:45:00+05:30,38859.9,38862.6,38818.05,38842.8,0,
2021-11-15 10:50:00+05:30,38843.7,38868.2,38832.35,38857.95,0,
2021-11-15 10:55:00+05:30,38857.3,38884.45,38836.85,38882.1,0,
2021-11-15 11:00:00+05:30,38880.9,38889.85,38845.35,38854.8,0,
2021-11-15 11:05:00+05:30,38852.4,38865.55,38822.6,38853.55,0,
2021-11-15 11:10:00+05:30,38851.15,38852.4,38823.45,38828.3,0,
2021-11-15 11:15:00+05:30,38828.6,38851.8,38807.35,38823.3,0,
2021-11-15 11:20:00+05:30,38823.95,38835.8,38798.95,38803.25,0,
2021-11-15 11:25:00+05:30,38804.3,38820.05,38746,38746,0,
2021-11-15 11:30:00+05:30,38746,38773,38719.05,38765.95,0,
2021-11-15 11:35:00+05:30,38766.9,38766.9,38731.9,38745.15,0,
2021-11-15 11:40:00+05:30,38747.05,38747.05,38691.65,38691.65,0,
2021-11-15 11:45:00+05:30,38692.7,38693.15,38645.2,38691.4,0,
2021-11-15 11:50:00+05:30,38693.35,38723.05,38691.35,38692.3,0,
2021-11-15 11:55:00+05:30,38693.9,38722.35,38668.65,38721.9,0,
2021-11-15 12:00:00+05:30,38718.55,38725.9,38709.7,38718.65,0,
2021-11-15 12:05:00+05:30,38717.85,38721.85,38682.85,38718.55,0,
2021-11-15 12:10:00+05:30,38718.25,38718.25,38673.15,38674.95,0,
2021-11-15 12:15:00+05:30,38669.8,38696.15,38643.6,38685.4,0,
2021-11-15 12:20:00+05:30,38686.7,38702.35,38682.4,38684.3,0,
2021-11-15 12:25:00+05:30,38684.6,38685.6,38664.5,38673.25,0,
2021-11-15 12:30:00+05:30,38673.05,38698.8,38670.95,38693.25,0,
2021-11-15 12:35:00+05:30,38693.85,38746.25,38691.85,38721.4,0,
2021-11-15 12:40:00+05:30,38720.05,38732.5,38707.55,38708.75,0,
2021-11-15 12:45:00+05:30,38708.15,38771.65,38691,38765.15,0,
2021-11-15 12:50:00+05:30,38765,38765,38723.15,38746.7,0,
2021-11-15 12:55:00+05:30,38745.3,38760.45,38739.15,38753.5,0,
2021-11-15 13:00:00+05:30,38753.15,38763.65,38719.85,38732.65,0,
2021-11-15 13:05:00+05:30,38732.1,38743.9,38714.45,38738,0,
2021-11-15 13:10:00+05:30,38738.6,38751.25,38607.85,38640,0,
2021-11-15 13:15:00+05:30,38632.5,38691.75,38627.65,38691.75,0,
2021-11-15 13:20:00+05:30,38690.4,38694.55,38649.4,38652.9,0,
2021-11-15 13:25:00+05:30,38651.85,38683.85,38646.8,38681.9,0,
2021-11-15 13:30:00+05:30,38681.85,38733.2,38681.4,38722.7,0,
2021-11-15 13:35:00+05:30,38721.25,38723.25,38701.05,38704.15,0,
2021-11-15 13:40:00+05:30,38704.15,38713.25,38672.1,38701.85,0,
2021-11-15 13:45:00+05:30,38701.25,38702.5,38676.05,38677.2,0,
2021-11-15 13:50:00+05:30,38676.8,38712.95,38676.8,38710.4,0,
2021-11-15 13:55:00+05:30,38711.7,38724.25,38701.2,38703.45,0,
2021-11-15 14:00:00+05:30,38703.45,38727.5,38701.9,38727.5,0,
2021-11-15 14:05:00+05:30,38726.65,38757.4,38713.35,38747.25,0,
2021-11-15 14:10:00+05:30,38746.2,38758.05,38742.6,38746.65,0,
2021-11-15 14:15:00+05:30,38746.4,38746.4,38716,38745.6,0,
2021-11-15 14:20:00+05:30,38745,38769.75,38732.1,38762.4,0,
2021-11-15 14:25:00+05:30,38764.35,38769.75,38743.5,38754.7,0,
2021-11-15 14:30:00+05:30,38754.8,38756.7,38725.9,38726.95,0,
2021-11-15 14:35:00+05:30,38728,38742.65,38702.4,38735.05,0,
2021-11-15 14:40:00+05:30,38736.65,38736.65,38657.2,38713.4,0,
2021-11-15 14:45:00+05:30,38713.1,38713.1,38682.5,38706.2,0,
2021-11-15 14:50:00+05:30,38704.8,38725,38682.75,38687.1,0,
2021-11-15 14:55:00+05:30,38687.85,38718.75,38672.55,38700.5,0,
2021-11-15 15:00:00+05:30,38702.25,38715.25,38689.55,38710.1,0,
2021-11-15 15:05:00+05:30,38708.45,38720.4,38701.45,38712.45,0,
2021-11-15 15:10:00+05:30,38710.7,38720,38695.3,38708.95,0,
2021-11-15 15:15:00+05:30,38707.4,38718.95,38683.3,38706.4,0,
2021-11-15 15:20:00+05:30,38705.75,38731.55,38695.65,38719.9,0,
2021-11-15 15:25:00+05:30,38720.3,38721.75,38670.65,38675.85,0,
2021-11-16 09:15:00+05:30,38710.9,38718.9,38535.8,38536.6,0,
2021-11-16 09:20:00+05:30,38538.35,38575.85,38505.6,38556.8,0,
2021-11-16 09:25:00+05:30,38552.7,38590.6,38543.75,38570.95,0,
2021-11-16 09:30:00+05:30,38571.2,38587.5,38508.55,38523.6,0,
2021-11-16 09:35:00+05:30,38519.85,38546.95,38456.4,38478.95,0,
2021-11-16 09:40:00+05:30,38476.45,38494.6,38454.3,38475.2,0,
2021-11-16 09:45:00+05:30,38471.9,38491.65,38429.5,38478,0,
2021-11-16 09:50:00+05:30,38475.45,38520.8,38475.45,38520.8,0,
2021-11-16 09:55:00+05:30,38521.35,38544.35,38507.85,38531.55,0,
2021-11-16 10:00:00+05:30,38531.45,38537.9,38511.25,38521.7,0,
2021-11-16 10:05:00+05:30,38522.55,38540.45,38502.15,38539.75,0,
2021-11-16 10:10:00+05:30,38536.7,38555.95,38535.25,38542.7,0,
2021-11-16 10:15:00+05:30,38539.85,38545.25,38506.85,38510.15,0,
2021-11-16 10:20:00+05:30,38509.25,38517.9,38494.75,38496.65,0,
2021-11-16 10:25:00+05:30,38496,38508.15,38485.9,38496.2,0,
2021-11-16 10:30:00+05:30,38495.35,38503.5,38467,38467.3,0,
2021-11-16 10:35:00+05:30,38466.35,38471.35,38436.15,38446.05,0,
2021-11-16 10:40:00+05:30,38447.2,38459.25,38441.2,38458.4,0,
2021-11-16 10:45:00+05:30,38460,38481.35,38455.95,38457.45,0,
2021-11-16 10:50:00+05:30,38457.35,38463.25,38437.05,38441.5,0,
2021-11-16 10:55:00+05:30,38439.8,38448.25,38435.35,38442.95,0,
2021-11-16 11:00:00+05:30,38444.45,38448.15,38397.25,38412.9,0,
2021-11-16 11:05:00+05:30,38413.9,38416.65,38373.05,38379.6,0,
2021-11-16 11:10:00+05:30,38375.1,38405.05,38366.6,38375.8,0,
2021-11-16 11:15:00+05:30,38371.85,38401.7,38344.35,38360.85,0,
2021-11-16 11:20:00+05:30,38362.85,38411.65,38355.7,38408.45,0,
2021-11-16 11:25:00+05:30,38406.7,38436.55,38401.65,38435.6,0,
2021-11-16 11:30:00+05:30,38433.9,38442.2,38421.25,38437.25,0,
2021-11-16 11:35:00+05:30,38438.35,38464.55,38436.9,38459.7,0,
2021-11-16 11:40:00+05:30,38463.05,38475.4,38433.6,38461.3,0,
2021-11-16 11:45:00+05:30,38462.45,38465.7,38446.75,38454.1,0,
2021-11-16 11:50:00+05:30,38453.6,38457.05,38445.1,38450.5,0,
2021-11-16 11:55:00+05:30,38450.1,38452.1,38436.75,38440.9,0,
2021-11-16 12:00:00+05:30,38441.55,38457.15,38429.9,38457.15,0,
2021-11-16 12:05:00+05:30,38455.25,38499.4,38455.25,38487.5,0,
2021-11-16 12:10:00+05:30,38487.2,38513.85,38485.15,38494.7,0,
2021-11-16 12:15:00+05:30,38494.25,38499.05,38479.3,38496.5,0,
2021-11-16 12:20:00+05:30,38498.1,38503.75,38474.75,38474.75,0,
2021-11-16 12:25:00+05:30,38474.05,38481.6,38440.55,38442.7,0,
2021-11-16 12:30:00+05:30,38441.65,38457.45,38424.1,38448.35,0,
2021-11-16 12:35:00+05:30,38449.65,38451.85,38410.1,38431.65,0,
2021-11-16 12:40:00+05:30,38431.75,38448.15,38427,38430.65,0,
2021-11-16 12:45:00+05:30,38429.05,38434.45,38413.25,38417.95,0,
2021-11-16 12:50:00+05:30,38416.25,38443.75,38413.9,38439.65,0,
2021-11-16 12:55:00+05:30,38439.3,38461.3,38428.25,38458.7,0,
2021-11-16 13:00:00+05:30,38459.4,38468.3,38452.95,38463.5,0,
2021-11-16 13:05:00+05:30,38464.8,38488.2,38446.35,38488.2,0,
2021-11-16 13:10:00+05:30,38487.15,38525,38477.4,38515.1,0,
2021-11-16 13:15:00+05:30,38515.65,38539.05,38505.2,38534.85,0,
2021-11-16 13:20:00+05:30,38536.7,38538.25,38496.75,38498.9,0,
2021-11-16 13:25:00+05:30,38499.95,38499.95,38471.95,38485.8,0,
2021-11-16 13:30:00+05:30,38487.85,38493.5,38459.4,38469.6,0,
2021-11-16 13:35:00+05:30,38471.3,38480.8,38452.65,38463,0,
2021-11-16 13:40:00+05:30,38465.1,38478.9,38447.9,38467.7,0,
2021-11-16 13:45:00+05:30,38468.3,38472.7,38442.75,38468,0,
2021-11-16 13:50:00+05:30,38467.5,38474.8,38446.65,38460.25,0,
2021-11-16 13:55:00+05:30,38462.1,38476,38451.7,38472.85,0,
2021-11-16 14:00:00+05:30,38471.15,38490.2,38466.3,38486.5,0,
2021-11-16 14:05:00+05:30,38481.3,38488.25,38409.95,38422.05,0,
2021-11-16 14:10:00+05:30,38420.25,38421.35,38380,38388.3,0,
2021-11-16 14:15:00+05:30,38388.7,38388.7,38357.75,38382,0,
2021-11-16 14:20:00+05:30,38379.65,38379.65,38283.55,38293.15,0,
2021-11-16 14:25:00+05:30,38284.85,38286.2,38227.15,38229,0,
2021-11-16 14:30:00+05:30,38229.2,38283.3,38216.8,38283.3,0,
2021-11-16 14:35:00+05:30,38281.6,38302,38264.6,38264.6,0,
2021-11-16 14:40:00+05:30,38263.35,38286.8,38256.95,38281.45,0,
2021-11-16 14:45:00+05:30,38278.75,38325.4,38278.05,38286.15,0,
2021-11-16 14:50:00+05:30,38283.85,38314.6,38266.3,38309.45,0,
2021-11-16 14:55:00+05:30,38307.4,38344.95,38303.05,38344.95,0,
2021-11-16 15:00:00+05:30,38346.55,38381.4,38332.05,38365.05,0,
2021-11-16 15:05:00+05:30,38362.05,38377.8,38352.1,38352.1,0,
2021-11-16 15:10:00+05:30,38353.5,38362.65,38297.1,38303.25,0,
2021-11-16 15:15:00+05:30,38304.6,38313,38260.6,38268.4,0,
2021-11-16 15:20:00+05:30,38267.85,38297.9,38267.6,38282.05,0,
2021-11-16 15:25:00+05:30,38283.2,38288.25,38228.9,38239.55,0,
2021-11-17 09:15:00+05:30,38113.4,38115.55,38000.35,38042.1,0,
2021-11-17 09:20:00+05:30,38048.05,38146.45,38041.5,38110.15,0,
2021-11-17 09:25:00+05:30,38113.05,38144.45,38098.65,38142.95,0,
2021-11-17 09:30:00+05:30,38147.1,38176.6,38120.8,38160.35,0,
2021-11-17 09:35:00+05:30,38160.1,38222.9,38158.05,38218.35,0,
2021-11-17 09:40:00+05:30,38216.4,38231.25,38190.05,38217.8,0,
2021-11-17 09:45:00+05:30,38219.15,38338.35,38216.15,38245.95,0,
2021-11-17 09:50:00+05:30,38244.5,38284.75,38205.05,38284.05,0,
2021-11-17 09:55:00+05:30,38284.45,38294.6,38253.65,38266.35,0,
2021-11-17 10:00:00+05:30,38266.8,38353.5,38248.2,38353.5,0,
2021-11-17 10:05:00+05:30,38354,38373.3,38336.15,38349.55,0,
2021-11-17 10:10:00+05:30,38349.8,38400.4,38334.35,38365.35,0,
2021-11-17 10:15:00+05:30,38362.9,38381,38317.95,38323.4,0,
2021-11-17 10:20:00+05:30,38324.9,38424,38323.8,38424,0,
2021-11-17 10:25:00+05:30,38424.1,38435.35,38401.35,38426,0,
2021-11-17 10:30:00+05:30,38429.1,38454.65,38375.75,38444.15,0,
2021-11-17 10:35:00+05:30,38444.85,38448.65,38409.05,38422.85,0,
2021-11-17 10:40:00+05:30,38422.2,38454.15,38408.35,38414.1,0,
2021-11-17 10:45:00+05:30,38409.8,38429.2,38366.7,38372.9,0,
2021-11-17 10:50:00+05:30,38372.55,38389.85,38347,38387.05,0,
2021-11-17 10:55:00+05:30,38388.25,38402.7,38358.1,38364.9,0,
2021-11-17 11:00:00+05:30,38364.95,38383.7,38348.05,38371.6,0,
2021-11-17 11:05:00+05:30,38372.2,38396.95,38365.85,38383.95,0,
2021-11-17 11:10:00+05:30,38383.55,38441.6,38383.55,38423.6,0,
2021-11-17 11:15:00+05:30,38423.9,38427.6,38385.65,38389.15,0,
2021-11-17 11:20:00+05:30,38386,38398,38365.95,38379.5,0,
2021-11-17 11:25:00+05:30,38378.75,38402.25,38365.05,38367.85,0,
2021-11-17 11:30:00+05:30,38366.95,38366.95,38344.25,38365.6,0,
2021-11-17 11:35:00+05:30,38364.9,38368.7,38254.2,38258.5,0,
2021-11-17 11:40:00+05:30,38260.8,38309.15,38257.35,38276.85,0,
2021-11-17 11:45:00+05:30,38277.9,38308.65,38240,38283.7,0,
2021-11-17 11:50:00+05:30,38278.95,38303.25,38234.55,38241.4,0,
2021-11-17 11:55:00+05:30,38244.55,38271.05,38236.95,38242.6,0,
2021-11-17 12:00:00+05:30,38242.1,38255.6,38190.4,38192,0,
2021-11-17 12:05:00+05:30,38191.75,38216.45,38177.05,38178.2,0,
2021-11-17 12:10:00+05:30,38178.5,38213.85,38144.3,38206.85,0,
2021-11-17 12:15:00+05:30,38207.45,38237.15,38181.1,38190.35,0,
2021-11-17 12:20:00+05:30,38186.55,38196.9,38161.4,38187.7,0,
2021-11-17 12:25:00+05:30,38186.85,38194.45,38148.75,38156.4,0,
2021-11-17 12:30:00+05:30,38152.85,38169.45,38136.5,38161.8,0,
2021-11-17 12:35:00+05:30,38162.1,38204.15,38158.25,38190.95,0,
2021-11-17 12:40:00+05:30,38191.2,38204.8,38165.5,38173.2,0,
2021-11-17 12:45:00+05:30,38173.8,38177.35,38130.75,38131.55,0,
2021-11-17 12:50:00+05:30,38130.9,38131.35,38077.35,38084.2,0,
2021-11-17 12:55:00+05:30,38083.8,38153.55,38069.9,38141.4,0,
2021-11-17 13:00:00+05:30,38141.6,38157.5,38117.95,38146.3,0,
2021-11-17 13:05:00+05:30,38144.85,38182.6,38143.05,38167.25,0,
2021-11-17 13:10:00+05:30,38166.8,38213.4,38152.15,38212.5,0,
2021-11-17 13:15:00+05:30,38211.3,38216.9,38184.25,38204,0,
2021-11-17 13:20:00+05:30,38203.5,38244.95,38182.25,38233.9,0,
2021-11-17 13:25:00+05:30,38237.95,38258.2,38219,38258.2,0,
2021-11-17 13:30:00+05:30,38258.9,38278.1,38231,38231,0,
2021-11-17 13:35:00+05:30,38231.7,38253.45,38204.5,38221.75,0,
2021-11-17 13:40:00+05:30,38223.55,38249.95,38210.55,38226.75,0,
2021-11-17 13:45:00+05:30,38235.25,38272.9,38232,38249,0,
2021-11-17 13:50:00+05:30,38243.65,38282.7,38231.8,38267.65,0,
2021-11-17 13:55:00+05:30,38266.25,38276.6,38211.5,38224.4,0,
2021-11-17 14:00:00+05:30,38231.7,38249.95,38193.2,38202.55,0,
2021-11-17 14:05:00+05:30,38203.65,38210.95,38133.45,38141.75,0,
2021-11-17 14:10:00+05:30,38142.95,38194.15,38140,38183.95,0,
2021-11-17 14:15:00+05:30,38185.5,38201.85,38165,38168.65,0,
2021-11-17 14:20:00+05:30,38167,38201,38167,38189.9,0,
2021-11-17 14:25:00+05:30,38190.8,38216.15,38143.25,38151.5,0,
2021-11-17 14:30:00+05:30,38147.55,38153.9,38118.5,38119,0,
2021-11-17 14:35:00+05:30,38118.5,38145.75,38118.5,38134.35,0,
2021-11-17 14:40:00+05:30,38133.8,38158.85,38131.35,38142.65,0,
2021-11-17 14:45:00+05:30,38142.75,38147.5,38090.6,38102.15,0,
2021-11-17 14:50:00+05:30,38101.05,38122.65,38080.8,38122.65,0,
2021-11-17 14:55:00+05:30,38122.95,38145,38095.65,38100,0,
2021-11-17 15:00:00+05:30,38097.45,38109.7,38034.55,38061.3,0,
2021-11-17 15:05:00+05:30,38064.4,38089.15,38047.05,38089.1,0,
2021-11-17 15:10:00+05:30,38089.1,38094.35,38033.2,38039,0,
2021-11-17 15:15:00+05:30,38040.75,38062.2,38030.5,38034.2,0,
2021-11-17 15:20:00+05:30,38033.45,38039.6,38006.95,38022.65,0,
2021-11-17 15:25:00+05:30,38021.65,38028.1,37984.8,38006.05,0,
2021-11-18 09:15:00+05:30,38071.9,38209.65,37944.6,38198.7,0,
2021-11-18 09:20:00+05:30,38204.9,38233.1,38172.1,38214.65,0,
2021-11-18 09:25:00+05:30,38208.85,38216.7,38089.7,38089.7,0,
2021-11-18 09:30:00+05:30,38076.55,38084.85,37987.1,38055.75,0,
2021-11-18 09:35:00+05:30,38053.05,38129.45,38002.65,38112.2,0,
2021-11-18 09:40:00+05:30,38111.5,38142.7,38060.8,38065.4,0,
2021-11-18 09:45:00+05:30,38066.7,38103,38066.7,38070.45,0,
2021-11-18 09:50:00+05:30,38073.25,38127.8,38047.75,38124.15,0,
2021-11-18 09:55:00+05:30,38126.05,38143.45,38089.4,38089.4,0,
2021-11-18 10:00:00+05:30,38092.2,38092.6,38052.25,38055.55,0,
2021-11-18 10:05:00+05:30,38055.15,38071.05,38017.85,38026.9,0,
2021-11-18 10:10:00+05:30,38019.7,38056.1,37965.7,37969.1,0,
2021-11-18 10:15:00+05:30,37970.05,37982.55,37901.45,37905.15,0,
2021-11-18 10:20:00+05:30,37903.7,37944.3,37843.95,37851.2,0,
2021-11-18 10:25:00+05:30,37850.5,37909,37833.4,37870.9,0,
2021-11-18 10:30:00+05:30,37869.65,37898.45,37841.1,37855.15,0,
2021-11-18 10:35:00+05:30,37860,37895.3,37788.55,37789.7,0,
2021-11-18 10:40:00+05:30,37793.4,37826.8,37787.85,37791.95,0,
2021-11-18 10:45:00+05:30,37790.9,37861,37790.9,37833.45,0,
2021-11-18 10:50:00+05:30,37834.9,37923.4,37804.45,37899.75,0,
2021-11-18 10:55:00+05:30,37905,37950,37896.5,37903.5,0,
2021-11-18 11:00:00+05:30,37905.2,37959.9,37894.15,37959.9,0,
2021-11-18 11:05:00+05:30,37961.45,37962.05,37884.4,37884.4,0,
2021-11-18 11:10:00+05:30,37878.95,37922.7,37867.5,37909.4,0,
2021-11-18 11:15:00+05:30,37911.2,37918.9,37850.1,37869.75,0,
2021-11-18 11:20:00+05:30,37866.7,37916.3,37860.35,37910.8,0,
2021-11-18 11:25:00+05:30,37913.6,37933.3,37901.05,37903.85,0,
2021-11-18 11:30:00+05:30,37899.8,37913.55,37867.7,37867.95,0,
2021-11-18 11:35:00+05:30,37868.85,37869.8,37829,37838.65,0,
2021-11-18 11:40:00+05:30,37837.5,37841.2,37788.15,37788.45,0,
2021-11-18 11:45:00+05:30,37787.85,37833.15,37770.2,37830.15,0,
2021-11-18 11:50:00+05:30,37831.8,37870,37823,37833.85,0,
2021-11-18 11:55:00+05:30,37831.5,37868.65,37788.15,37868.65,0,
2021-11-18 12:00:00+05:30,37870.5,37904.05,37842.95,37848.2,0,
2021-11-18 12:05:00+05:30,37849.95,37892.1,37848.05,37877.35,0,
2021-11-18 12:10:00+05:30,37879.5,37889.9,37854.05,37855.2,0,
2021-11-18 12:15:00+05:30,37856.7,37862.3,37793.45,37794.15,0,
2021-11-18 12:20:00+05:30,37788.5,37819,37749.15,37751.65,0,
2021-11-18 12:25:00+05:30,37754.05,37842.85,37753.15,37839.05,0,
2021-11-18 12:30:00+05:30,37840.55,37850.1,37789.55,37790.75,0,
2021-11-18 12:35:00+05:30,37785.35,37807.3,37777.25,37792.4,0,
2021-11-18 12:40:00+05:30,37789.15,37851,37787.2,37845.6,0,
2021-11-18 12:45:00+05:30,37848.3,37886.25,37848.3,37879.95,0,
2021-11-18 12:50:00+05:30,37878.15,37899.5,37861.75,37886.85,0,
2021-11-18 12:55:00+05:30,37886.8,37888.6,37834.2,37836.65,0,
2021-11-18 13:00:00+05:30,37837.5,37840.8,37781.3,37795.05,0,
2021-11-18 13:05:00+05:30,37791.25,37956.7,37782.45,37876.65,0,
